Season,Team,Player,Salary
2014-15,Los Angeles Clippers,Glen Davis,1227985
2014-15,Los Angeles Clippers,C.J. Wilcox,1109760
2014-15,Los Angeles Clippers,Ekpe Udoh,981084
2014-15,Los Angeles Clippers,Dahntay Jones,783889
2014-15,Los Angeles Clippers,Jordan Hamilton,262139
2014-15,Los Angeles Clippers,Nate Robinson,154919
2014-15,Los Angeles Clippers,Lester Hudson,89239
2014-15,Los Angeles Lakers,Kobe Bryant,23500000
2014-15,Los Angeles Lakers,Jeremy Lin,14898938
2014-15,Los Angeles Lakers,Steve Nash,9701000
2014-15,Los Angeles Lakers,Jordan Hill,9000000
2014-15,Los Angeles Lakers,Nick Young,4994420
2014-15,Los Angeles Lakers,Carlos Boozer,3250000
2014-15,Los Angeles Lakers,Julius Randle,2997360
2014-15,Los Angeles Lakers,Ryan Kelly,1650000
2014-15,Los Angeles Lakers,Ronnie Price,1316809
2014-15,Los Angeles Lakers,Xavier Henry,1082000
2014-15,Los Angeles Lakers,Wayne Ellington,1063384
2014-15,Los Angeles Lakers,Ed Davis,981084
2014-15,Los Angeles Lakers,Wesley Johnson,981084
2014-15,Los Angeles Lakers,Robert Sacre,915243
2014-15,Los Angeles Lakers,Jordan Clarkson,507336
2014-15,Los Angeles Lakers,Tarik Black,325292
2014-15,Los Angeles Lakers,Jabari Brown,110420
2014-15,Los Angeles Lakers,Vander Blue,48028
2014-15,Los Angeles Lakers,Dwight Buycks,14409
2014-15,Memphis Grizzlies,Zach Randolph,16500000
2014-15,Memphis Grizzlies,Marc Gasol,15829688
2014-15,Memphis Grizzlies,Jeff Green,9200000
2014-15,Memphis Grizzlies,Mike Conley,8760000
2014-15,Memphis Grizzlies,Courtney Lee,5450000
2014-15,Memphis Grizzlies,Tony Allen,5000000
2014-15,Memphis Grizzlies,Vince Carter,3911981
2014-15,Memphis Grizzlies,Kosta Koufos,3000000
2014-15,Memphis Grizzlies,Beno Udrih,2077000
2014-15,Memphis Grizzlies,Jordan Adams,1344120
2014-15,Memphis Grizzlies,Jon Leuer,967500
2014-15,Memphis Grizzlies,Nick Calathes,816482
2014-15,Memphis Grizzlies,Jarnell Stokes,507336
2014-15,Memphis Grizzlies,Russ Smith,507336
2014-15,Memphis Grizzlies,JaMychal Green,217856
2014-15,Memphis Grizzlies,Tyrus Thomas,72234
2014-15,Memphis Grizzlies,Kalin Lucas,26859
2014-15,Memphis Grizzlies,Hassan Whiteside,10768
2014-15,Miami Heat,Chris Bosh,20644400
2014-15,Miami Heat,Dwyane Wade,15000000
2014-15,Miami Heat,Luol Deng,9714461
2014-15,Miami Heat,Goran Dragic,7500000
2014-15,Miami Heat,Mike Miller,6600000
2014-15,Miami Heat,Chris Andersen,5375000
2014-15,Miami Heat,Josh McRoberts,5305000
2014-15,Miami Heat,Mario Chalmers,4000000
2014-15,Miami Heat,Udonis Haslem,2732000
2014-15,Miami Heat,Zoran Dragic,1756500
2014-15,Miami Heat,Shabazz Napier,1238640
2014-15,Miami Heat,Hassan Whiteside,769881
2014-15,Miami Heat,James Ennis,507336
2014-15,Miami Heat,Michael Beasley,330227
2014-15,Miami Heat,Tyler Johnson,262621
2014-15,Miami Heat,Henry Walker,253928
2014-15,Miami Heat,Andre Dawkins,208903
2014-15,Miami Heat,Shannon Brown,208104
2014-15,Milwaukee Bucks,Larry Sanders,11000000
2014-15,Milwaukee Bucks,O.J. Mayo,8000000
2014-15,Milwaukee Bucks,Ersan Ilyasova,7900000
2014-15,Milwaukee Bucks,Drew Gooden,6680000
2014-15,Milwaukee Bucks,Zaza Pachulia,5200000
2014-15,Milwaukee Bucks,Jabari Parker,4930560
2014-15,Milwaukee Bucks,Jared Dudley,4250000
2014-15,Milwaukee Bucks,Jerryd Bayless,3000000
2014-15,Milwaukee Bucks,Michael Carter-Williams,2300040
2014-15,Milwaukee Bucks,John Henson,1987320
2014-15,Milwaukee Bucks,Giannis Antetokounmpo,1873200
2014-15,Milwaukee Bucks,Tyler Ennis,1590720
2014-15,Milwaukee Bucks,Miles Plumlee,1169880
2014-15,Milwaukee Bucks,Khris Middleton,915243
2014-15,Milwaukee Bucks,Damien Inglis,820000
2014-15,Milwaukee Bucks,Nate Wolters,816482
2014-15,Milwaukee Bucks,Kenyon Martin,741286
2014-15,Milwaukee Bucks,Johnny O'Bryant,600000
2014-15,Milwaukee Bucks,Jorge Gutierrez,139282
2014-15,Milwaukee Bucks,Chris Johnson,107676
2014-15,Milwaukee Bucks,Arinze Onuaku,43226
2014-15,Minnesota Timberwolves,Nikola Pekovic,12100000
2014-15,Minnesota Timberwolves,Kevin Garnett,12000000
2014-15,Minnesota Timberwolves,Kevin Martin,6792500
2014-15,Minnesota Timberwolves,Anthony Bennett,5563920
2014-15,Minnesota Timberwolves,Andrew Wiggins,5510640
2014-15,Minnesota Timberwolves,Ricky Rubio,5070686
2014-15,Minnesota Timberwolves,Chase Budinger,5000000
2014-15,Minnesota Timberwolves,J.J. Barea,4519500
2014-15,Minnesota Timberwolves,Gary Neal,3250000
2014-15,Minnesota Timberwolves,Zach LaVine,2055840
2014-15,Minnesota Timberwolves,Shabazz Muhammad,1971960
2014-15,Minnesota Timberwolves,Adreian Payne,1855320
2014-15,Minnesota Timberwolves,Gorgui Dieng,1413480
2014-15,Minnesota Timberwolves,Robbie Hummel,880000
2014-15,Minnesota Timberwolves,Glenn Robinson,381994
2014-15,Minnesota Timberwolves,Lorenzo Brown,331396
2014-15,Minnesota Timberwolves,Jeff Adrien,243953
2014-15,Minnesota Timberwolves,Justin Hamilton,207719
2014-15,Minnesota Timberwolves,Miroslav Raduljica,96057
2014-15,Minnesota Timberwolves,Arinze Onuaku,48028
2014-15,Minnesota Timberwolves,Sean Kilpatrick,29843
2014-15,New Orleans Pelicans,Eric Gordon,14898938
2014-15,New Orleans Pelicans,Tyreke Evans,11265416
2014-15,New Orleans Pelicans,Jrue Holiday,11000000
2014-15,New Orleans Pelicans,Ryan Anderson,8491500
2014-15,New Orleans Pelicans,Omer Asik,8374646
2014-15,New Orleans Pelicans,Anthony Davis,5607240
2014-15,New Orleans Pelicans,Quincy Pondexter,3146068
2014-15,New Orleans Pelicans,Norris Cole,2150188
2014-15,New Orleans Pelicans,Shawne Williams,1145685
2014-15,New Orleans Pelicans,Alexis Ajinca,981084
2014-15,New Orleans Pelicans,Luke Babbitt,981084
2014-15,New Orleans Pelicans,Jimmer Fredette,948163
2014-15,New Orleans Pelicans,Ish Smith,923373
2014-15,New Orleans Pelicans,Darius Miller,915243
2014-15,New Orleans Pelicans,Dante Cunningham,831942
2014-15,New Orleans Pelicans,Jeff Withey,816482
2014-15,New Orleans Pelicans,Justin Hamilton,816482
2014-15,New Orleans Pelicans,Patric Young,507336
2014-15,New Orleans Pelicans,Toney Douglas,331526
2014-15,New Orleans Pelicans,Elliot Williams,111549
2014-15,New Orleans Pelicans,Nate Wolters,96057
2014-15,New Orleans Pelicans,Gal Mekel,67240
2014-15,New York Knicks,Carmelo Anthony,22458401
2014-15,New York Knicks,Amar'e Stoudemire,21410988
2014-15,New York Knicks,Andrea Bargnani,11500000
2014-15,New York Knicks,Jose Calderon,7907191
2014-15,New York Knicks,Jason Smith,3278000
2014-15,New York Knicks,Alexey Shved,3198723
2014-15,New York Knicks,Samuel Dalembert,1885755
2014-15,New York Knicks,Shane Larkin,1606080
2014-15,New York Knicks,Lou Amundson,1287163
2014-15,New York Knicks,Tim Hardaway,1250640
2014-15,New York Knicks,Arnett Moultrie,1136160
2014-15,New York Knicks,Cole Aldrich,981084
2014-15,New York Knicks,Lance Thomas,931431
2014-15,New York Knicks,Quincy Acy,915243
2014-15,New York Knicks,Cleanthony Early,507336
2014-15,New York Knicks,Travis Wear,507336
2014-15,New York Knicks,Langston Galloway,295449
2014-15,New York Knicks,Alex Kirk,211887
2014-15,New York Knicks,Ricky Ledo,134479
2014-15,Oklahoma City Thunder,Kevin Durant,18995624
2014-15,Oklahoma City Thunder,Russell Westbrook,15719062
2014-15,Oklahoma City Thunder,Serge Ibaka,12350000
2014-15,Oklahoma City Thunder,Enes Kanter,6108197
2014-15,Oklahoma City Thunder,Dion Waiters,4602000
2014-15,Oklahoma City Thunder,Steve Novak,3445947
2014-15,Oklahoma City Thunder,Anthony Morrow,3200000
2014-15,Oklahoma City Thunder,D.J. Augustin,3000000
2014-15,Oklahoma City Thunder,Nick Collison,2242003
2014-15,Oklahoma City Thunder,Jeremy Lamb,2202000
2014-15,Oklahoma City Thunder,Steven Adams,2184960
2014-15,Oklahoma City Thunder,Mitch McGary,1400040
2014-15,Oklahoma City Thunder,Sebastian Telfair,1316809
2014-15,Oklahoma City Thunder,Andre Roberson,1160880
2014-15,Oklahoma City Thunder,Perry Jones,1129200
2014-15,Oklahoma City Thunder,Kyle Singler,1090000
2014-15,Orlando Magic,Channing Frye,8579088
2014-15,Orlando Magic,Al Harrington,7609800
2014-15,Orlando Magic,Glen Davis,6600000
2014-15,Orlando Magic,Victor Oladipo,4978200
2014-15,Orlando Magic,Ben Gordon,4500000
2014-15,Orlando Magic,Aaron Gordon,3992040
2014-15,Orlando Magic,Nikola Vucevic,2902758
2014-15,Orlando Magic,Luke Ridnour,2750000
2014-15,Orlando Magic,Tobias Harris,2511432
2014-15,Orlando Magic,Elfrid Payton,2397840
2014-15,Orlando Magic,Jameer Nelson,2000000
2014-15,Orlando Magic,Maurice Harkless,1887840
2014-15,Orlando Magic,Anthony Randolph,1825359
2014-15,Orlando Magic,Andrew Nicholson,1545840
2014-15,Orlando Magic,Evan Fournier,1483920
2014-15,Orlando Magic,Willie Green,1448490
2014-15,Orlando Magic,Kyle O'Quinn,915243
2014-15,Orlando Magic,Devyn Marble,884879
2014-15,Orlando Magic,Dewayne Dedmon,816482
2014-15,Philadelphia 76ers,JaVale McGee,11250000
2014-15,Philadelphia 76ers,Jason Richardson,6601125
2014-15,Philadelphia 76ers,Joel Embiid,4427640
2014-15,Philadelphia 76ers,Luc Mbah a Moute,4382576
2014-15,Philadelphia 76ers,Thomas Robinson,3526440
2014-15,Philadelphia 76ers,Andrei Kirilenko,3326235
2014-15,Philadelphia 76ers,Nerlens Noel,3315120
2014-15,Philadelphia 76ers,Travis Outlaw,3000000
2014-15,Philadelphia 76ers,Furkan Aldemir,2963232
2014-15,Philadelphia 76ers,Eric Maynor,2106720
2014-15,Philadelphia 76ers,Ronny Turiaf,1600000
2014-15,Philadelphia 76ers,Tony Wroten,1210080
2014-15,Philadelphia 76ers,Marquis Teague,1120920
2014-15,Philadelphia 76ers,Henry Sims,915243
2014-15,Philadelphia 76ers,Jared Cunningham,915243
2014-15,Philadelphia 76ers,Jerami Grant,884879
2014-15,Philadelphia 76ers,Malcolm Thomas,842578
2014-15,Philadelphia 76ers,Hollis Thompson,816482
2014-15,Philadelphia 76ers,Isaiah Canaan,816482
2014-15,Philadelphia 76ers,Robert Covington,730031
2014-15,Philadelphia 76ers,JaKarr Sampson,507336
2014-15,Philadelphia 76ers,Ish Smith,305867
2014-15,Philadelphia 76ers,Jorge Gutierrez,216128
2014-15,Philadelphia 76ers,Glenn Robinson,119373
2014-15,Philadelphia 76ers,Chris Johnson,96908
2014-15,Philadelphia 76ers,Drew Gordon,71624
2014-15,Philadelphia 76ers,Larry Drew,59687
2014-15,Philadelphia 76ers,Tim Frazier,59687
2014-15,Philadelphia 76ers,Malcolm Lee,32303
2014-15,Phoenix Suns,Eric Bledsoe,13000000
2014-15,Phoenix Suns,Marcus Thornton,8575000
2014-15,Phoenix Suns,Josh Childress,7317500
2014-15,Phoenix Suns,P.J. Tucker,5700000
2014-15,Phoenix Suns,Brandan Wright,5000000
2014-15,Phoenix Suns,Brandon Knight,3749602
2014-15,Phoenix Suns,Gerald Green,3500000
2014-15,Phoenix Suns,Alex Len,3469920
2014-15,Phoenix Suns,Markieff Morris,3153860
2014-15,Phoenix Suns,Marcus Morris,3105302
2014-15,Phoenix Suns,Michael Beasley,2333333
2014-15,Phoenix Suns,Danny Granger,2100000
2014-15,Phoenix Suns,John Salmons,2000000
2014-15,Phoenix Suns,T.J. Warren,1953120
2014-15,Phoenix Suns,Reggie Bullock,1200720
2014-15,Phoenix Suns,Archie Goodwin,1112280
2014-15,Phoenix Suns,Kendall Marshall,915243
2014-15,Phoenix Suns,Tony Mitchell,816482
2014-15,Phoenix Suns,Earl Barron,390066
2014-15,Phoenix Suns,Jerel McNeal,80757
2014-15,Phoenix Suns,A.J. Price,62552
2014-15,Phoenix Suns,Seth Curry,48028
2014-15,Portland Trailblazers,LaMarcus Aldridge,16006000
2014-15,Portland Trailblazers,Brandon Roy,14399332
2014-15,Portland Trailblazers,Nicolas Batum,11765500
2014-15,Portland Trailblazers,Arron Afflalo,7500000
2014-15,Portland Trailblazers,Wesley Matthews,7245640
2014-15,Portland Trailblazers,Robin Lopez,6124729
2014-15,Portland Trailblazers,Chris Kaman,4800000
2014-15,Portland Trailblazers,Damian Lillard,3340920
2014-15,Portland Trailblazers,Dorell Wright,3150000
2014-15,Portland Trailblazers,Joel Freeland,3100000
2014-15,Portland Trailblazers,C.J. McCollum,2421000
2014-15,Portland Trailblazers,Meyers Leonard,2317920
2014-15,Portland Trailblazers,Steve Blake,2100000
2014-15,Portland Trailblazers,Alonzo Gee,1063384
2014-15,Portland Trailblazers,Allen Crabbe,862000
2014-15,Portland Trailblazers,Tim Frazier,47749
2014-15,Sacramento Kings,Rudy Gay,19317326
2014-15,Sacramento Kings,DeMarcus Cousins,14746000
2014-15,Sacramento Kings,Carl Landry,6750000
2014-15,Sacramento Kings,Derrick Williams,6679867
2014-15,Sacramento Kings,Jason Thompson,6037500
2014-15,Sacramento Kings,Darren Collison,4797664
2014-15,Sacramento Kings,Andre Miller,4650000
2014-15,Sacramento Kings,Ben McLemore,3026280
2014-15,Sacramento Kings,Nik Stauskas,2745840
2014-15,Sacramento Kings,Reggie Evans,1768654
2014-15,Sacramento Kings,Ryan Hollins,1310286
2014-15,Sacramento Kings,Omri Casspi,1063384
2014-15,Sacramento Kings,Ray McCallum,816482
2014-15,Sacramento Kings,Eric Moreland,507336
2014-15,Sacramento Kings,Quincy Miller,123827
2014-15,Sacramento Kings,David Wear,41781
2014-15,Sacramento Kings,Sim Bhullar,29843
2014-15,Sacramento Kings,David Stockton,29483
2014-15,San Antonio Spurs,Tony Parker,12500000
2014-15,San Antonio Spurs,Tim Duncan,10361446
2014-15,San Antonio Spurs,Tiago Splitter,9250000
2014-15,San Antonio Spurs,Boris Diaw,7500000
2014-15,San Antonio Spurs,Manu Ginobili,7000000
2014-15,San Antonio Spurs,Danny Green,4025000
2014-15,San Antonio Spurs,Patty Mills,3500000
2014-15,San Antonio Spurs,Kawhi Leonard,3053368
2014-15,San Antonio Spurs,Marco Belinelli,2873750
2014-15,San Antonio Spurs,Cory Joseph,2134593
2014-15,San Antonio Spurs,Aron Baynes,2100000
2014-15,San Antonio Spurs,Jeff Ayres,1828750
2014-15,San Antonio Spurs,Matt Bonner,1448490
2014-15,San Antonio Spurs,Kyle Anderson,1093680
2014-15,San Antonio Spurs,Austin Daye,1063384
2014-15,San Antonio Spurs,Reggie Williams,487906
2014-15,Toronto Raptors,Kyle Lowry,12000000
2014-15,Toronto Raptors,DeMar DeRozan,10000000
2014-15,Toronto Raptors,Amir Johnson,7000000
2014-15,Toronto Raptors,Greivis Vasquez,6400000
2014-15,Toronto Raptors,Landry Fields,6250000
2014-15,Toronto Raptors,Chuck Hayes,5958750
2014-15,Toronto Raptors,Patrick Patterson,5831326
2014-15,Toronto Raptors,Lou Williams,5450000
2014-15,Toronto Raptors,Jonas Valanciunas,4916974
2014-15,Toronto Raptors,Marcus Camby,4177208
2014-15,Toronto Raptors,Tyler Hansbrough,3326235
2014-15,Toronto Raptors,Terrence Ross,2793960
2014-15,Toronto Raptors,James Johnson,2500000
2014-15,Toronto Raptors,Lucas Nogueira,1762680
2014-15,Toronto Raptors,Bruno Caboclo,1458360
2014-15,Toronto Raptors,Greg Stiemsma,981084
2014-15,Utah Jazz,Gordon Hayward,14746000
2014-15,Utah Jazz,Derrick Favors,12950000
2014-15,Utah Jazz,Kendrick Perkins,9154342
2014-15,Utah Jazz,Trevor Booker,5000000
2014-15,Utah Jazz,Dante Exum,3615000
2014-15,Utah Jazz,Alec Burks,3201730
2014-15,Utah Jazz,Trey Burke,2548560
2014-15,Utah Jazz,Jeremy Evans,1795000
2014-15,Utah Jazz,Rodney Hood,1290360
2014-15,Utah Jazz,Rudy Gobert,1127400
2014-15,Utah Jazz,Toure' Murry,1000000
2014-15,Utah Jazz,Jordan Hamilton,948163
2014-15,Utah Jazz,Grant Jerrett,816482
2014-15,Utah Jazz,Elliot Williams,552166
2014-15,Utah Jazz,Ian Clark,507336
2014-15,Utah Jazz,Joe Ingles,507336
2014-15,Utah Jazz,Chris Johnson,166897
2014-15,Utah Jazz,Bryce Cotton,152201
2014-15,Utah Jazz,Patrick Christopher,74608
2014-15,Utah Jazz,Elijah Millsap,59687
2014-15,Utah Jazz,Jack Cooley,29843
2014-15,Utah Jazz,Jerrelle Benimon,29843
2014-15,Washington Wizards,John Wall,14746000
2014-15,Washington Wizards,Nene Hilario,13000000
2014-15,Washington Wizards,Marcin Gortat,10434782
2014-15,Washington Wizards,Andray Blatche,8471339
2014-15,Washington Wizards,Martell Webster,5381750
2014-15,Washington Wizards,Paul Pierce,5305000
2014-15,Washington Wizards,Bradley Beal,4505280
2014-15,Washington Wizards,Otto Porter,4470480
2014-15,Washington Wizards,Kris Humphries,4250000
2014-15,Washington Wizards,Kevin Seraphin,3898691
2014-15,Washington Wizards,Ramon Sessions,2077000
2014-15,Washington Wizards,DeJuan Blair,2000000
2014-15,Washington Wizards,Drew Gooden,1448490
2014-15,Washington Wizards,Rasual Butler,1448490
2014-15,Washington Wizards,Garrett Temple,981084
2014-15,Washington Wizards,Glen Rice,341001
2014-15,Washington Wizards,Will Bynum,144469
2014-15,Washington Wizards,Toure' Murry,96057
2013-14,Atlanta Hawks,Al Horford,12000000
2013-14,Atlanta Hawks,Paul Millsap,9500000
2013-14,Atlanta Hawks,Jeff Teague,8000000
2013-14,Atlanta Hawks,Kyle Korver,6760563
2013-14,Atlanta Hawks,Lou Williams,5225000
2013-14,Atlanta Hawks,Elton Brand,4000000
2013-14,Atlanta Hawks,DeMarre Carroll,2557545
2013-14,Atlanta Hawks,Dennis Schroder,1617840
2013-14,Atlanta Hawks,Gustavo Ayon,1500000
2013-14,Atlanta Hawks,Antawn Jamison,1399507
2013-14,Atlanta Hawks,John Jenkins,1258800
2013-14,Atlanta Hawks,Jared Cunningham,1208400
2013-14,Atlanta Hawks,Pero Antic,1200000
2013-14,Atlanta Hawks,Shelvin Mack,884293
2013-14,Atlanta Hawks,Cartier Martin,876332
2013-14,Atlanta Hawks,Mike Scott,778872
2013-14,Atlanta Hawks,James Nunnally,57668
2013-14,Atlanta Hawks,Mike Muscala,57668
2013-14,Atlanta Hawks,Dexter Pittman,53888
2013-14,Boston Celtics,Kris Humphries,12000000
2013-14,Boston Celtics,Rajon Rondo,12000000
2013-14,Boston Celtics,Gerald Wallace,10105855
2013-14,Boston Celtics,Jeff Green,8700000
2013-14,Boston Celtics,Brandon Bass,6450000
2013-14,Boston Celtics,Keith Bogans,5058198
2013-14,Boston Celtics,Joel Anthony,3800000
2013-14,Boston Celtics,Jerryd Bayless,3135000
2013-14,Boston Celtics,Avery Bradley,2511432
2013-14,Boston Celtics,Vitor Faverani,2000000
2013-14,Boston Celtics,Kelly Olynyk,1986360
2013-14,Boston Celtics,Jared Sullinger,1365720
2013-14,Boston Celtics,Phil Pressey,490180
2013-14,Boston Celtics,Ryan Gomes,488542
2013-14,Boston Celtics,Chris Johnson,417638
2013-14,Boston Celtics,Chris Babb,138404
2013-14,Boston Celtics,Vander Blue,28834
2013-14,Brooklyn Nets,Joe Johnson,21466718
2013-14,Brooklyn Nets,Deron Williams,18466130
2013-14,Brooklyn Nets,Paul Pierce,15333334
2013-14,Brooklyn Nets,Brook Lopez,14693906
2013-14,Brooklyn Nets,Kevin Garnett,12433735
2013-14,Brooklyn Nets,Marcus Thornton,8050000
2013-14,Brooklyn Nets,Travis Outlaw,4000000
2013-14,Brooklyn Nets,Mirza Teletovic,3229050
2013-14,Brooklyn Nets,Andrei Kirilenko,3183000
2013-14,Brooklyn Nets,Andray Blatche,1375604
2013-14,Brooklyn Nets,Mason Plumlee,1298640
2013-14,Brooklyn Nets,Shaun Livingston,1265977
2013-14,Brooklyn Nets,Marquis Teague,1074720
2013-14,Brooklyn Nets,Alan Anderson,947907
2013-14,Brooklyn Nets,Jason Collins,436317
2013-14,Brooklyn Nets,Jorge Gutierrez,103803
2013-14,Charlotte Bobcats,Al Jefferson,13500000
2013-14,Charlotte Bobcats,Ben Gordon,13200000
2013-14,Charlotte Bobcats,Tyrus Thomas,8694215
2013-14,Charlotte Bobcats,Gerald Henderson,6000000
2013-14,Charlotte Bobcats,Michael Kidd-Gilchrist,4809840
2013-14,Charlotte Bobcats,Luke Ridnour,4320000
2013-14,Charlotte Bobcats,Cody Zeller,3857040
2013-14,Charlotte Bobcats,Gary Neal,3250000
2013-14,Charlotte Bobcats,Bismack Biyombo,3217680
2013-14,Charlotte Bobcats,Kemba Walker,2709720
2013-14,Charlotte Bobcats,Josh McRoberts,2652000
2013-14,Charlotte Bobcats,Brendan Haywood,2000000
2013-14,Charlotte Bobcats,Jannero Pargo,1399507
2013-14,Charlotte Bobcats,Anthony Tolliver,1027424
2013-14,Charlotte Bobcats,Jeff Taylor,788872
2013-14,Charlotte Bobcats,Chris Douglas-Roberts,684380
2013-14,Charlotte Bobcats,D.J. White,163179
2013-14,Charlotte Bobcats,James Southerland,123987
2013-14,Charlotte Bobcats,Justin Hamilton,28834
2013-14,Chicago Bulls,Derrick Rose,17632688
2013-14,Chicago Bulls,Carlos Boozer,15300000
2013-14,Chicago Bulls,Joakim Noah,11100000
2013-14,Chicago Bulls,Taj Gibson,7550000
2013-14,Chicago Bulls,Andrew Bynum,6000000
2013-14,Chicago Bulls,Kirk Hinrich,4059000
2013-14,Chicago Bulls,Mike Dunleavy,3183000
2013-14,Chicago Bulls,Tony Snell,1409040
2013-14,Chicago Bulls,Nazr Mohammed,1399507
2013-14,Chicago Bulls,Jimmy Butler,1174080
2013-14,Chicago Bulls,Tornike Shengelia,788872
2013-14,Chicago Bulls,D.J. Augustin,755459
2013-14,Chicago Bulls,Mike James,535106
2013-14,Chicago Bulls,Erik Murphy,449812
2013-14,Chicago Bulls,Jimmer Fredette,239279
2013-14,Chicago Bulls,Cartier Martin,120873
2013-14,Chicago Bulls,Ronnie Brewer,69792
2013-14,Chicago Bulls,Lou Amundson,48854
2013-14,Chicago Bulls,Jarvis Varnado,46404
